docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
256854,http://tarski.cs-i.brandeis.edu:8181/data/all/256854.pdf,,,,,,,
6360,http://tarski.cs-i.brandeis.edu:8181/data/all/6360.pdf,,,,,,,
329582,http://tarski.cs-i.brandeis.edu:8181/data/all/329582.pdf,,,,,,,
9456,http://tarski.cs-i.brandeis.edu:8181/data/all/9456.pdf,,,,,,,
25411,http://tarski.cs-i.brandeis.edu:8181/data/all/25411.pdf,,,,,,,
4999,http://tarski.cs-i.brandeis.edu:8181/data/all/4999.pdf,,,,,,,
11397,http://tarski.cs-i.brandeis.edu:8181/data/all/11397.pdf,,,,,,,
12297,http://tarski.cs-i.brandeis.edu:8181/data/all/12297.pdf,,,,,,,
20176,http://tarski.cs-i.brandeis.edu:8181/data/all/20176.pdf,,,,,,,
7384,http://tarski.cs-i.brandeis.edu:8181/data/all/7384.pdf,,,,,,,
329367,http://tarski.cs-i.brandeis.edu:8181/data/all/329367.pdf,,,,,,,
12421,http://tarski.cs-i.brandeis.edu:8181/data/all/12421.pdf,,,,,,,
28348,http://tarski.cs-i.brandeis.edu:8181/data/all/28348.pdf,,,,,,,
4968,http://tarski.cs-i.brandeis.edu:8181/data/all/4968.pdf,,,,,,,
262664,http://tarski.cs-i.brandeis.edu:8181/data/all/262664.pdf,,,,,,,
4925,http://tarski.cs-i.brandeis.edu:8181/data/all/4925.pdf,,,,,,,
13292,http://tarski.cs-i.brandeis.edu:8181/data/all/13292.pdf,,,,,,,
5,http://tarski.cs-i.brandeis.edu:8181/data/all/5.pdf,,,,,,,
306459,http://tarski.cs-i.brandeis.edu:8181/data/all/306459.pdf,,,,,,,
2947,http://tarski.cs-i.brandeis.edu:8181/data/all/2947.pdf,,,,,,,
321173,http://tarski.cs-i.brandeis.edu:8181/data/all/321173.pdf,,,,,,,
2851,http://tarski.cs-i.brandeis.edu:8181/data/all/2851.pdf,,,,,,,
138518,http://tarski.cs-i.brandeis.edu:8181/data/all/138518.pdf,,,,,,,
26894,http://tarski.cs-i.brandeis.edu:8181/data/all/26894.pdf,,,,,,,
143773,http://tarski.cs-i.brandeis.edu:8181/data/all/143773.pdf,,,,,,,
260571,http://tarski.cs-i.brandeis.edu:8181/data/all/260571.pdf,,,,,,,
2087,http://tarski.cs-i.brandeis.edu:8181/data/all/2087.pdf,,,,,,,
19654,http://tarski.cs-i.brandeis.edu:8181/data/all/19654.pdf,,,,,,,
1585,http://tarski.cs-i.brandeis.edu:8181/data/all/1585.pdf,,,,,,,
31231,http://tarski.cs-i.brandeis.edu:8181/data/all/31231.pdf,,,,,,,
119738,http://tarski.cs-i.brandeis.edu:8181/data/all/119738.pdf,,,,,,,
2361,http://tarski.cs-i.brandeis.edu:8181/data/all/2361.pdf,,,,,,,
2074,http://tarski.cs-i.brandeis.edu:8181/data/all/2074.pdf,,,,,,,
30605,http://tarski.cs-i.brandeis.edu:8181/data/all/30605.pdf,,,,,,,
20434,http://tarski.cs-i.brandeis.edu:8181/data/all/20434.pdf,,,,,,,
38113,http://tarski.cs-i.brandeis.edu:8181/data/all/38113.pdf,,,,,,,
3744,http://tarski.cs-i.brandeis.edu:8181/data/all/3744.pdf,,,,,,,
27046,http://tarski.cs-i.brandeis.edu:8181/data/all/27046.pdf,,,,,,,
2013,http://tarski.cs-i.brandeis.edu:8181/data/all/2013.pdf,,,,,,,
11004,http://tarski.cs-i.brandeis.edu:8181/data/all/11004.pdf,,,,,,,
303,http://tarski.cs-i.brandeis.edu:8181/data/all/303.pdf,,,,,,,
140476,http://tarski.cs-i.brandeis.edu:8181/data/all/140476.pdf,,,,,,,
31407,http://tarski.cs-i.brandeis.edu:8181/data/all/31407.pdf,,,,,,,
20943,http://tarski.cs-i.brandeis.edu:8181/data/all/20943.pdf,,,,,,,
261103,http://tarski.cs-i.brandeis.edu:8181/data/all/261103.pdf,,,,,,,
124309,http://tarski.cs-i.brandeis.edu:8181/data/all/124309.pdf,,,,,,,
321241,http://tarski.cs-i.brandeis.edu:8181/data/all/321241.pdf,,,,,,,
308432,http://tarski.cs-i.brandeis.edu:8181/data/all/308432.pdf,,,,,,,
335,http://tarski.cs-i.brandeis.edu:8181/data/all/335.pdf,,,,,,,
156,http://tarski.cs-i.brandeis.edu:8181/data/all/156.pdf,,,,,,,
34726,http://tarski.cs-i.brandeis.edu:8181/data/all/34726.pdf,,,,,,,
3812,http://tarski.cs-i.brandeis.edu:8181/data/all/3812.pdf,,,,,,,
212,http://tarski.cs-i.brandeis.edu:8181/data/all/212.pdf,,,,,,,
227,http://tarski.cs-i.brandeis.edu:8181/data/all/227.pdf,,,,,,,
309909,http://tarski.cs-i.brandeis.edu:8181/data/all/309909.pdf,,,,,,,
162,http://tarski.cs-i.brandeis.edu:8181/data/all/162.pdf,,,,,,,
24219,http://tarski.cs-i.brandeis.edu:8181/data/all/24219.pdf,,,,,,,
11586,http://tarski.cs-i.brandeis.edu:8181/data/all/11586.pdf,,,,,,,
33169,http://tarski.cs-i.brandeis.edu:8181/data/all/33169.pdf,,,,,,,
12110,http://tarski.cs-i.brandeis.edu:8181/data/all/12110.pdf,,,,,,,
28358,http://tarski.cs-i.brandeis.edu:8181/data/all/28358.pdf,,,,,,,
26959,http://tarski.cs-i.brandeis.edu:8181/data/all/26959.pdf,,,,,,,
32307,http://tarski.cs-i.brandeis.edu:8181/data/all/32307.pdf,,,,,,,
19730,http://tarski.cs-i.brandeis.edu:8181/data/all/19730.pdf,,,,,,,
22056,http://tarski.cs-i.brandeis.edu:8181/data/all/22056.pdf,,,,,,,
12139,http://tarski.cs-i.brandeis.edu:8181/data/all/12139.pdf,,,,,,,
30712,http://tarski.cs-i.brandeis.edu:8181/data/all/30712.pdf,,,,,,,
32161,http://tarski.cs-i.brandeis.edu:8181/data/all/32161.pdf,,,,,,,
121671,http://tarski.cs-i.brandeis.edu:8181/data/all/121671.pdf,,,,,,,
298483,http://tarski.cs-i.brandeis.edu:8181/data/all/298483.pdf,,,,,,,
17136,http://tarski.cs-i.brandeis.edu:8181/data/all/17136.pdf,,,,,,,
7628,http://tarski.cs-i.brandeis.edu:8181/data/all/7628.pdf,,,,,,,
261423,http://tarski.cs-i.brandeis.edu:8181/data/all/261423.pdf,,,,,,,
6300,http://tarski.cs-i.brandeis.edu:8181/data/all/6300.pdf,,,,,,,
170,http://tarski.cs-i.brandeis.edu:8181/data/all/170.pdf,,,,,,,
29907,http://tarski.cs-i.brandeis.edu:8181/data/all/29907.pdf,,,,,,,
28627,http://tarski.cs-i.brandeis.edu:8181/data/all/28627.pdf,,,,,,,
4579,http://tarski.cs-i.brandeis.edu:8181/data/all/4579.pdf,,,,,,,
121909,http://tarski.cs-i.brandeis.edu:8181/data/all/121909.pdf,,,,,,,
131148,http://tarski.cs-i.brandeis.edu:8181/data/all/131148.pdf,,,,,,,
176,http://tarski.cs-i.brandeis.edu:8181/data/all/176.pdf,,,,,,,
321089,http://tarski.cs-i.brandeis.edu:8181/data/all/321089.pdf,,,,,,,
4079,http://tarski.cs-i.brandeis.edu:8181/data/all/4079.pdf,,,,,,,
32360,http://tarski.cs-i.brandeis.edu:8181/data/all/32360.pdf,,,,,,,
7951,http://tarski.cs-i.brandeis.edu:8181/data/all/7951.pdf,,,,,,,
3546,http://tarski.cs-i.brandeis.edu:8181/data/all/3546.pdf,,,,,,,
316461,http://tarski.cs-i.brandeis.edu:8181/data/all/316461.pdf,,,,,,,
25448,http://tarski.cs-i.brandeis.edu:8181/data/all/25448.pdf,,,,,,,
4151,http://tarski.cs-i.brandeis.edu:8181/data/all/4151.pdf,,,,,,,
295312,http://tarski.cs-i.brandeis.edu:8181/data/all/295312.pdf,,,,,,,
283087,http://tarski.cs-i.brandeis.edu:8181/data/all/283087.pdf,,,,,,,
143608,http://tarski.cs-i.brandeis.edu:8181/data/all/143608.pdf,,,,,,,
12677,http://tarski.cs-i.brandeis.edu:8181/data/all/12677.pdf,,,,,,,
1376,http://tarski.cs-i.brandeis.edu:8181/data/all/1376.pdf,,,,,,,
310,http://tarski.cs-i.brandeis.edu:8181/data/all/310.pdf,,,,,,,
12057,http://tarski.cs-i.brandeis.edu:8181/data/all/12057.pdf,,,,,,,
19253,http://tarski.cs-i.brandeis.edu:8181/data/all/19253.pdf,,,,,,,
33082,http://tarski.cs-i.brandeis.edu:8181/data/all/33082.pdf,,,,,,,
4856,http://tarski.cs-i.brandeis.edu:8181/data/all/4856.pdf,,,,,,,
278,http://tarski.cs-i.brandeis.edu:8181/data/all/278.pdf,,,,,,,
309973,http://tarski.cs-i.brandeis.edu:8181/data/all/309973.pdf,,,,,,,
45587,http://tarski.cs-i.brandeis.edu:8181/data/all/45587.pdf,,,,,,,
25185,http://tarski.cs-i.brandeis.edu:8181/data/all/25185.pdf,,,,,,,
27233,http://tarski.cs-i.brandeis.edu:8181/data/all/27233.pdf,,,,,,,
38621,http://tarski.cs-i.brandeis.edu:8181/data/all/38621.pdf,,,,,,,
42732,http://tarski.cs-i.brandeis.edu:8181/data/all/42732.pdf,,,,,,,
28435,http://tarski.cs-i.brandeis.edu:8181/data/all/28435.pdf,,,,,,,
38641,http://tarski.cs-i.brandeis.edu:8181/data/all/38641.pdf,,,,,,,
2194,http://tarski.cs-i.brandeis.edu:8181/data/all/2194.pdf,,,,,,,
329729,http://tarski.cs-i.brandeis.edu:8181/data/all/329729.pdf,,,,,,,
12101,http://tarski.cs-i.brandeis.edu:8181/data/all/12101.pdf,,,,,,,
318240,http://tarski.cs-i.brandeis.edu:8181/data/all/318240.pdf,,,,,,,
19764,http://tarski.cs-i.brandeis.edu:8181/data/all/19764.pdf,,,,,,,
28455,http://tarski.cs-i.brandeis.edu:8181/data/all/28455.pdf,,,,,,,
36895,http://tarski.cs-i.brandeis.edu:8181/data/all/36895.pdf,,,,,,,
16961,http://tarski.cs-i.brandeis.edu:8181/data/all/16961.pdf,,,,,,,
141079,http://tarski.cs-i.brandeis.edu:8181/data/all/141079.pdf,,,,,,,
306672,http://tarski.cs-i.brandeis.edu:8181/data/all/306672.pdf,,,,,,,
12695,http://tarski.cs-i.brandeis.edu:8181/data/all/12695.pdf,,,,,,,
2337,http://tarski.cs-i.brandeis.edu:8181/data/all/2337.pdf,,,,,,,
363,http://tarski.cs-i.brandeis.edu:8181/data/all/363.pdf,,,,,,,
31093,http://tarski.cs-i.brandeis.edu:8181/data/all/31093.pdf,,,,,,,
33514,http://tarski.cs-i.brandeis.edu:8181/data/all/33514.pdf,,,,,,,
255472,http://tarski.cs-i.brandeis.edu:8181/data/all/255472.pdf,,,,,,,
977,http://tarski.cs-i.brandeis.edu:8181/data/all/977.pdf,,,,,,,
258273,http://tarski.cs-i.brandeis.edu:8181/data/all/258273.pdf,,,,,,,
39962,http://tarski.cs-i.brandeis.edu:8181/data/all/39962.pdf,,,,,,,
134157,http://tarski.cs-i.brandeis.edu:8181/data/all/134157.pdf,,,,,,,
18345,http://tarski.cs-i.brandeis.edu:8181/data/all/18345.pdf,,,,,,,
25540,http://tarski.cs-i.brandeis.edu:8181/data/all/25540.pdf,,,,,,,
4194,http://tarski.cs-i.brandeis.edu:8181/data/all/4194.pdf,,,,,,,
321187,http://tarski.cs-i.brandeis.edu:8181/data/all/321187.pdf,,,,,,,
779,http://tarski.cs-i.brandeis.edu:8181/data/all/779.pdf,,,,,,,
4261,http://tarski.cs-i.brandeis.edu:8181/data/all/4261.pdf,,,,,,,
596,http://tarski.cs-i.brandeis.edu:8181/data/all/596.pdf,,,,,,,
934,http://tarski.cs-i.brandeis.edu:8181/data/all/934.pdf,,,,,,,
140659,http://tarski.cs-i.brandeis.edu:8181/data/all/140659.pdf,,,,,,,
2335,http://tarski.cs-i.brandeis.edu:8181/data/all/2335.pdf,,,,,,,
35672,http://tarski.cs-i.brandeis.edu:8181/data/all/35672.pdf,,,,,,,
31006,http://tarski.cs-i.brandeis.edu:8181/data/all/31006.pdf,,,,,,,
81,http://tarski.cs-i.brandeis.edu:8181/data/all/81.pdf,,,,,,,
6396,http://tarski.cs-i.brandeis.edu:8181/data/all/6396.pdf,,,,,,,
4189,http://tarski.cs-i.brandeis.edu:8181/data/all/4189.pdf,,,,,,,
262221,http://tarski.cs-i.brandeis.edu:8181/data/all/262221.pdf,,,,,,,
22572,http://tarski.cs-i.brandeis.edu:8181/data/all/22572.pdf,,,,,,,
823,http://tarski.cs-i.brandeis.edu:8181/data/all/823.pdf,,,,,,,
109,http://tarski.cs-i.brandeis.edu:8181/data/all/109.pdf,,,,,,,
261271,http://tarski.cs-i.brandeis.edu:8181/data/all/261271.pdf,,,,,,,
320240,http://tarski.cs-i.brandeis.edu:8181/data/all/320240.pdf,,,,,,,
3023,http://tarski.cs-i.brandeis.edu:8181/data/all/3023.pdf,,,,,,,
2588,http://tarski.cs-i.brandeis.edu:8181/data/all/2588.pdf,,,,,,,
2946,http://tarski.cs-i.brandeis.edu:8181/data/all/2946.pdf,,,,,,,
328630,http://tarski.cs-i.brandeis.edu:8181/data/all/328630.pdf,,,,,,,
2412,http://tarski.cs-i.brandeis.edu:8181/data/all/2412.pdf,,,,,,,
2583,http://tarski.cs-i.brandeis.edu:8181/data/all/2583.pdf,,,,,,,
4361,http://tarski.cs-i.brandeis.edu:8181/data/all/4361.pdf,,,,,,,
16802,http://tarski.cs-i.brandeis.edu:8181/data/all/16802.pdf,,,,,,,
20805,http://tarski.cs-i.brandeis.edu:8181/data/all/20805.pdf,,,,,,,
19250,http://tarski.cs-i.brandeis.edu:8181/data/all/19250.pdf,,,,,,,
28791,http://tarski.cs-i.brandeis.edu:8181/data/all/28791.pdf,,,,,,,
7462,http://tarski.cs-i.brandeis.edu:8181/data/all/7462.pdf,,,,,,,
31573,http://tarski.cs-i.brandeis.edu:8181/data/all/31573.pdf,,,,,,,
9198,http://tarski.cs-i.brandeis.edu:8181/data/all/9198.pdf,,,,,,,
4846,http://tarski.cs-i.brandeis.edu:8181/data/all/4846.pdf,,,,,,,
40874,http://tarski.cs-i.brandeis.edu:8181/data/all/40874.pdf,,,,,,,
321175,http://tarski.cs-i.brandeis.edu:8181/data/all/321175.pdf,,,,,,,
29856,http://tarski.cs-i.brandeis.edu:8181/data/all/29856.pdf,,,,,,,
373,http://tarski.cs-i.brandeis.edu:8181/data/all/373.pdf,,,,,,,
31467,http://tarski.cs-i.brandeis.edu:8181/data/all/31467.pdf,,,,,,,
3387,http://tarski.cs-i.brandeis.edu:8181/data/all/3387.pdf,,,,,,,
12485,http://tarski.cs-i.brandeis.edu:8181/data/all/12485.pdf,,,,,,,
17979,http://tarski.cs-i.brandeis.edu:8181/data/all/17979.pdf,,,,,,,
17838,http://tarski.cs-i.brandeis.edu:8181/data/all/17838.pdf,,,,,,,
11469,http://tarski.cs-i.brandeis.edu:8181/data/all/11469.pdf,,,,,,,
11544,http://tarski.cs-i.brandeis.edu:8181/data/all/11544.pdf,,,,,,,
18439,http://tarski.cs-i.brandeis.edu:8181/data/all/18439.pdf,,,,,,,
6354,http://tarski.cs-i.brandeis.edu:8181/data/all/6354.pdf,,,,,,,
4257,http://tarski.cs-i.brandeis.edu:8181/data/all/4257.pdf,,,,,,,
4164,http://tarski.cs-i.brandeis.edu:8181/data/all/4164.pdf,,,,,,,
12690,http://tarski.cs-i.brandeis.edu:8181/data/all/12690.pdf,,,,,,,
130980,http://tarski.cs-i.brandeis.edu:8181/data/all/130980.pdf,,,,,,,
317043,http://tarski.cs-i.brandeis.edu:8181/data/all/317043.pdf,,,,,,,
330138,http://tarski.cs-i.brandeis.edu:8181/data/all/330138.pdf,,,,,,,
255396,http://tarski.cs-i.brandeis.edu:8181/data/all/255396.pdf,,,,,,,
320,http://tarski.cs-i.brandeis.edu:8181/data/all/320.pdf,,,,,,,
138709,http://tarski.cs-i.brandeis.edu:8181/data/all/138709.pdf,,,,,,,
286109,http://tarski.cs-i.brandeis.edu:8181/data/all/286109.pdf,,,,,,,
14438,http://tarski.cs-i.brandeis.edu:8181/data/all/14438.pdf,,,,,,,
162476,http://tarski.cs-i.brandeis.edu:8181/data/all/162476.pdf,,,,,,,
162846,http://tarski.cs-i.brandeis.edu:8181/data/all/162846.pdf,,,,,,,
19192,http://tarski.cs-i.brandeis.edu:8181/data/all/19192.pdf,,,,,,,
10848,http://tarski.cs-i.brandeis.edu:8181/data/all/10848.pdf,,,,,,,
298911,http://tarski.cs-i.brandeis.edu:8181/data/all/298911.pdf,,,,,,,
19150,http://tarski.cs-i.brandeis.edu:8181/data/all/19150.pdf,,,,,,,
31026,http://tarski.cs-i.brandeis.edu:8181/data/all/31026.pdf,,,,,,,
28581,http://tarski.cs-i.brandeis.edu:8181/data/all/28581.pdf,,,,,,,
1753,http://tarski.cs-i.brandeis.edu:8181/data/all/1753.pdf,,,,,,,
68,http://tarski.cs-i.brandeis.edu:8181/data/all/68.pdf,,,,,,,
162688,http://tarski.cs-i.brandeis.edu:8181/data/all/162688.pdf,,,,,,,
105,http://tarski.cs-i.brandeis.edu:8181/data/all/105.pdf,,,,,,,
11227,http://tarski.cs-i.brandeis.edu:8181/data/all/11227.pdf,,,,,,,
306658,http://tarski.cs-i.brandeis.edu:8181/data/all/306658.pdf,,,,,,,
320512,http://tarski.cs-i.brandeis.edu:8181/data/all/320512.pdf,,,,,,,
2323,http://tarski.cs-i.brandeis.edu:8181/data/all/2323.pdf,,,,,,,
28692,http://tarski.cs-i.brandeis.edu:8181/data/all/28692.pdf,,,,,,,
23913,http://tarski.cs-i.brandeis.edu:8181/data/all/23913.pdf,,,,,,,
4819,http://tarski.cs-i.brandeis.edu:8181/data/all/4819.pdf,,,,,,,
146427,http://tarski.cs-i.brandeis.edu:8181/data/all/146427.pdf,,,,,,,
296780,http://tarski.cs-i.brandeis.edu:8181/data/all/296780.pdf,,,,,,,
311201,http://tarski.cs-i.brandeis.edu:8181/data/all/311201.pdf,,,,,,,
31446,http://tarski.cs-i.brandeis.edu:8181/data/all/31446.pdf,,,,,,,
2305,http://tarski.cs-i.brandeis.edu:8181/data/all/2305.pdf,,,,,,,
323480,http://tarski.cs-i.brandeis.edu:8181/data/all/323480.pdf,,,,,,,
18073,http://tarski.cs-i.brandeis.edu:8181/data/all/18073.pdf,,,,,,,
257201,http://tarski.cs-i.brandeis.edu:8181/data/all/257201.pdf,,,,,,,
166,http://tarski.cs-i.brandeis.edu:8181/data/all/166.pdf,,,,,,,
161521,http://tarski.cs-i.brandeis.edu:8181/data/all/161521.pdf,,,,,,,
2452,http://tarski.cs-i.brandeis.edu:8181/data/all/2452.pdf,,,,,,,
296892,http://tarski.cs-i.brandeis.edu:8181/data/all/296892.pdf,,,,,,,
26819,http://tarski.cs-i.brandeis.edu:8181/data/all/26819.pdf,,,,,,,
256378,http://tarski.cs-i.brandeis.edu:8181/data/all/256378.pdf,,,,,,,
32618,http://tarski.cs-i.brandeis.edu:8181/data/all/32618.pdf,,,,,,,
10610,http://tarski.cs-i.brandeis.edu:8181/data/all/10610.pdf,,,,,,,
6570,http://tarski.cs-i.brandeis.edu:8181/data/all/6570.pdf,,,,,,,
255540,http://tarski.cs-i.brandeis.edu:8181/data/all/255540.pdf,,,,,,,
38722,http://tarski.cs-i.brandeis.edu:8181/data/all/38722.pdf,,,,,,,
4432,http://tarski.cs-i.brandeis.edu:8181/data/all/4432.pdf,,,,,,,
32604,http://tarski.cs-i.brandeis.edu:8181/data/all/32604.pdf,,,,,,,
297821,http://tarski.cs-i.brandeis.edu:8181/data/all/297821.pdf,,,,,,,
2437,http://tarski.cs-i.brandeis.edu:8181/data/all/2437.pdf,,,,,,,
31768,http://tarski.cs-i.brandeis.edu:8181/data/all/31768.pdf,,,,,,,
7525,http://tarski.cs-i.brandeis.edu:8181/data/all/7525.pdf,,,,,,,
1938,http://tarski.cs-i.brandeis.edu:8181/data/all/1938.pdf,,,,,,,
310057,http://tarski.cs-i.brandeis.edu:8181/data/all/310057.pdf,,,,,,,
283117,http://tarski.cs-i.brandeis.edu:8181/data/all/283117.pdf,,,,,,,
4904,http://tarski.cs-i.brandeis.edu:8181/data/all/4904.pdf,,,,,,,
256524,http://tarski.cs-i.brandeis.edu:8181/data/all/256524.pdf,,,,,,,
3065,http://tarski.cs-i.brandeis.edu:8181/data/all/3065.pdf,,,,,,,
321466,http://tarski.cs-i.brandeis.edu:8181/data/all/321466.pdf,,,,,,,
261837,http://tarski.cs-i.brandeis.edu:8181/data/all/261837.pdf,,,,,,,
119,http://tarski.cs-i.brandeis.edu:8181/data/all/119.pdf,,,,,,,
12017,http://tarski.cs-i.brandeis.edu:8181/data/all/12017.pdf,,,,,,,
463,http://tarski.cs-i.brandeis.edu:8181/data/all/463.pdf,,,,,,,
33733,http://tarski.cs-i.brandeis.edu:8181/data/all/33733.pdf,,,,,,,
34002,http://tarski.cs-i.brandeis.edu:8181/data/all/34002.pdf,,,,,,,
31234,http://tarski.cs-i.brandeis.edu:8181/data/all/31234.pdf,,,,,,,
12674,http://tarski.cs-i.brandeis.edu:8181/data/all/12674.pdf,,,,,,,
296458,http://tarski.cs-i.brandeis.edu:8181/data/all/296458.pdf,,,,,,,
161258,http://tarski.cs-i.brandeis.edu:8181/data/all/161258.pdf,,,,,,,
9187,http://tarski.cs-i.brandeis.edu:8181/data/all/9187.pdf,,,,,,,
16946,http://tarski.cs-i.brandeis.edu:8181/data/all/16946.pdf,,,,,,,
4513,http://tarski.cs-i.brandeis.edu:8181/data/all/4513.pdf,,,,,,,
4855,http://tarski.cs-i.brandeis.edu:8181/data/all/4855.pdf,,,,,,,
10394,http://tarski.cs-i.brandeis.edu:8181/data/all/10394.pdf,,,,,,,
32274,http://tarski.cs-i.brandeis.edu:8181/data/all/32274.pdf,,,,,,,
12341,http://tarski.cs-i.brandeis.edu:8181/data/all/12341.pdf,,,,,,,
144501,http://tarski.cs-i.brandeis.edu:8181/data/all/144501.pdf,,,,,,,
278057,http://tarski.cs-i.brandeis.edu:8181/data/all/278057.pdf,,,,,,,
4886,http://tarski.cs-i.brandeis.edu:8181/data/all/4886.pdf,,,,,,,
1980,http://tarski.cs-i.brandeis.edu:8181/data/all/1980.pdf,,,,,,,
38765,http://tarski.cs-i.brandeis.edu:8181/data/all/38765.pdf,,,,,,,
9454,http://tarski.cs-i.brandeis.edu:8181/data/all/9454.pdf,,,,,,,
30612,http://tarski.cs-i.brandeis.edu:8181/data/all/30612.pdf,,,,,,,
129616,http://tarski.cs-i.brandeis.edu:8181/data/all/129616.pdf,,,,,,,
42971,http://tarski.cs-i.brandeis.edu:8181/data/all/42971.pdf,,,,,,,
7050,http://tarski.cs-i.brandeis.edu:8181/data/all/7050.pdf,,,,,,,
317798,http://tarski.cs-i.brandeis.edu:8181/data/all/317798.pdf,,,,,,,
185,http://tarski.cs-i.brandeis.edu:8181/data/all/185.pdf,,,,,,,
28012,http://tarski.cs-i.brandeis.edu:8181/data/all/28012.pdf,,,,,,,
119816,http://tarski.cs-i.brandeis.edu:8181/data/all/119816.pdf,,,,,,,
6348,http://tarski.cs-i.brandeis.edu:8181/data/all/6348.pdf,,,,,,,
28039,http://tarski.cs-i.brandeis.edu:8181/data/all/28039.pdf,,,,,,,
3389,http://tarski.cs-i.brandeis.edu:8181/data/all/3389.pdf,,,,,,,
262752,http://tarski.cs-i.brandeis.edu:8181/data/all/262752.pdf,,,,,,,
265401,http://tarski.cs-i.brandeis.edu:8181/data/all/265401.pdf,,,,,,,
299889,http://tarski.cs-i.brandeis.edu:8181/data/all/299889.pdf,,,,,,,
3210,http://tarski.cs-i.brandeis.edu:8181/data/all/3210.pdf,,,,,,,
17606,http://tarski.cs-i.brandeis.edu:8181/data/all/17606.pdf,,,,,,,
283,http://tarski.cs-i.brandeis.edu:8181/data/all/283.pdf,,,,,,,
4727,http://tarski.cs-i.brandeis.edu:8181/data/all/4727.pdf,,,,,,,
2419,http://tarski.cs-i.brandeis.edu:8181/data/all/2419.pdf,,,,,,,
255318,http://tarski.cs-i.brandeis.edu:8181/data/all/255318.pdf,,,,,,,
31594,http://tarski.cs-i.brandeis.edu:8181/data/all/31594.pdf,,,,,,,
2011,http://tarski.cs-i.brandeis.edu:8181/data/all/2011.pdf,,,,,,,
20471,http://tarski.cs-i.brandeis.edu:8181/data/all/20471.pdf,,,,,,,
19659,http://tarski.cs-i.brandeis.edu:8181/data/all/19659.pdf,,,,,,,
2102,http://tarski.cs-i.brandeis.edu:8181/data/all/2102.pdf,,,,,,,
300158,http://tarski.cs-i.brandeis.edu:8181/data/all/300158.pdf,,,,,,,
8198,http://tarski.cs-i.brandeis.edu:8181/data/all/8198.pdf,,,,,,,
27978,http://tarski.cs-i.brandeis.edu:8181/data/all/27978.pdf,,,,,,,
7,http://tarski.cs-i.brandeis.edu:8181/data/all/7.pdf,,,,,,,
6778,http://tarski.cs-i.brandeis.edu:8181/data/all/6778.pdf,,,,,,,
11823,http://tarski.cs-i.brandeis.edu:8181/data/all/11823.pdf,,,,,,,
21024,http://tarski.cs-i.brandeis.edu:8181/data/all/21024.pdf,,,,,,,
111,http://tarski.cs-i.brandeis.edu:8181/data/all/111.pdf,,,,,,,
3237,http://tarski.cs-i.brandeis.edu:8181/data/all/3237.pdf,,,,,,,
299181,http://tarski.cs-i.brandeis.edu:8181/data/all/299181.pdf,,,,,,,
2001,http://tarski.cs-i.brandeis.edu:8181/data/all/2001.pdf,,,,,,,
161908,http://tarski.cs-i.brandeis.edu:8181/data/all/161908.pdf,,,,,,,
294,http://tarski.cs-i.brandeis.edu:8181/data/all/294.pdf,,,,,,,
26860,http://tarski.cs-i.brandeis.edu:8181/data/all/26860.pdf,,,,,,,
327731,http://tarski.cs-i.brandeis.edu:8181/data/all/327731.pdf,,,,,,,
294817,http://tarski.cs-i.brandeis.edu:8181/data/all/294817.pdf,,,,,,,
31296,http://tarski.cs-i.brandeis.edu:8181/data/all/31296.pdf,,,,,,,
45119,http://tarski.cs-i.brandeis.edu:8181/data/all/45119.pdf,,,,,,,
24,http://tarski.cs-i.brandeis.edu:8181/data/all/24.pdf,,,,,,,
7194,http://tarski.cs-i.brandeis.edu:8181/data/all/7194.pdf,,,,,,,
2334,http://tarski.cs-i.brandeis.edu:8181/data/all/2334.pdf,,,,,,,
139815,http://tarski.cs-i.brandeis.edu:8181/data/all/139815.pdf,,,,,,,
1339,http://tarski.cs-i.brandeis.edu:8181/data/all/1339.pdf,,,,,,,
161267,http://tarski.cs-i.brandeis.edu:8181/data/all/161267.pdf,,,,,,,
26924,http://tarski.cs-i.brandeis.edu:8181/data/all/26924.pdf,,,,,,,
1293,http://tarski.cs-i.brandeis.edu:8181/data/all/1293.pdf,,,,,,,
301749,http://tarski.cs-i.brandeis.edu:8181/data/all/301749.pdf,,,,,,,
310287,http://tarski.cs-i.brandeis.edu:8181/data/all/310287.pdf,,,,,,,
3242,http://tarski.cs-i.brandeis.edu:8181/data/all/3242.pdf,,,,,,,
142713,http://tarski.cs-i.brandeis.edu:8181/data/all/142713.pdf,,,,,,,
3288,http://tarski.cs-i.brandeis.edu:8181/data/all/3288.pdf,,,,,,,
5333,http://tarski.cs-i.brandeis.edu:8181/data/all/5333.pdf,,,,,,,
27748,http://tarski.cs-i.brandeis.edu:8181/data/all/27748.pdf,,,,,,,
